NCM;DESCRICAO
03045400;-- Espadarte (Xiphias gladius)
03045500;-- Merluza negra e merluza ant rtica (Marlongas*) (Dissostichus spp.)
03045600;-- Ca  o e outros tubar es
03045700;-- Raias (Rajidae)
03045900;-- Outros
03046;- Fil s (filetes) de til pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabe a-de-serpente (Channa spp.), congelados:
03046100;-- Til pias (Oreochromis spp.)
030462;-- Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)
03046210;Bagre americano (Ictalurus punctatus)
03046290;Outros
03046300;-- Perca-do-nilo (Lates niloticus)
03046900;-- Outros
03047;- Fil s (filetes) de peixes das fam lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, congelados:
03047100;-- Bacalhau-do-atl ntico (Gadus morhua), bacalhau-da-groel ndia (Gadus ogac) e bacalhau-do-pac fico (Gadus macrocephalus)
03047200;-- Hadoque (Arinca*) (Melanogrammus aeglefinus)
03047300;-- Saithe (Escamudo*) (Pollachius virens)
03047400;-- Merluzas (Pescadas*) e abr teas (Merluccius spp., Urophycis spp.)
03047500;-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma)
03047900;-- Outros
03048;- Fil s (filetes) de outros peixes, congelados:
03048100;-- Salm es-do-pac fico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salm o-do-atl ntico (Salmo salar) e salm o-do-dan bio (Hucho hucho)
03048200;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)
03048300;-- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae)
03048400;-- Espadarte (Xiphias gladius)
030485;-- Merluza negra e merluza ant rtica (Marlongas*) (Dissostichus spp.)
03048510;Merluza negra (Dissostichus eleginoides)
03048520;Merluza ant rtica (Dissostichus mawsoni)
03048600;-- Arenques (Clupea harengus, Clupea pallasii)
03048700;-- Atuns (do g nero Thunnus), bonito-listrado (gaiado*) (Katsuwonus pelamis)
030488;-- Ca  o e outros tubar es, raias (Rajidae)
03048810;Tubar o-azul (Prionace glauca)
03048890;Outros
030489;-- Outros
03048910;Pargo (Lutjanus purpureus)
03048920;Cherne-poveiro (Polyprion americanus)
03048930;Garoupas (Acanthistius spp.)
03048990;Outros
03049;- Outros, congelados:
03049100;-- Espadarte (Xiphias gladius)
030492;-- Merluza negra e merluza ant rtica (Marlongas*) (Dissostichus spp.)
0304921;Merluza negra (Dissostichus eleginoides)
03049211;Bochechas (cheeks)
03049212;Colares (collars)
03049219;Outros
0304922;Merluza ant rtica (Dissostichus mawsoni)
03049221;Bochechas (cheeks)
03049222;Colares (collars)
03049229;Outros
03049300;-- Til pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabe a-de-serpente (Channa spp.)
03049400;-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma)
03049500;-- Peixes das fam lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto a polaca-do-alasca (escamudo-do-alasca*) (Theragra chalcogramma)
03049600;-- Ca  o e outros tubar es
03049700;-- Raias (Rajidae)
03049900;-- Outros
0305;"Peixes secos, salgados ou em salmoura; peixes defumados (fumados), mesmo cozidos antes ou durante a defuma  o."
030520;- F gados, ovas e g nadas masculinas, de peixes, secos, defumados (fumados), salgados ou em salmoura
03052010;Ovas de tainhas (Mugil spp.)
03052090;Outros
03053;- Fil s (filetes) de peixes, secos, salgados ou em salmoura, mas n o defumados (fumados):
03053100;-- Til pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabe a-de-serpente (Channa spp.)
030532;-- Peixes das fam lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae
03053210;Bacalhau-do-atl ntico (Gadus morhua), bacalhau-da-groel ndia (Gadus ogac) e bacalhau-do-pac fico (Gadus macrocephalus)
03053220;Saithe (Pollachius virens)
03053230;Ling (Molva molva) e zarbo (Brosme brosme)
03053290;Outros
03053900;-- Outros
03054;- Peixes defumados (fumados), mesmo em fil s (filetes), exceto subprodutos comest veis de peixes:
03054100;-- Salm es-do-pac fico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salm o-do-atl ntico (Salmo salar) e salm o-do-dan bio (Hucho hucho)
03054200;-- Arenques (Clupea harengus, Clupea pallasii)
03054300;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)
03054400;-- Til pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabe a-de-serpente (Channa spp.)
030549;-- Outros
03054910;Bacalhau-do-atl ntico (Gadus morhua), bacalhau-da-groel ndia (Gadus ogac) e bacalhau-do-pac fico (Gadus macrocephalus)
03054920;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme)
03054990;Outros
03055;- Peixes secos, exceto subprodutos comest veis de peixes, mesmo salgados, mas n o defumados (fumados):
03055100;-- Bacalhau-do-atl ntico (Gadus morhua), bacalhau-da-groel ndia (Gadus ogac) e bacalhau-do-pac fico (Gadus macrocephalus)
03055200;-- Til pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabe a-de-serpente (Channa spp.)
030553;-- Peixes das fam lias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto bacalhau (Gadus morhua, Gadus ogac, Gadus macrocephalus)
03055310;Bacalhau polar (Boreogadus saida), saithe (Pollachius virens), ling (Molva molva), ling azul (Molva dypterygia), zarbo (Brosme brosme), abrotea-do-alto (Urophycis blennoides) e hadoque (Melanogrammus aeglefinus)
03055390;Outros
03055400;-- Arenques (Clupea harengus, Clupea pallasii), anchovas (biqueir es*) (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus), cavalinhas (sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus), cavalas-do- ndico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xar us (Caranx spp.), bijupir  (cobia*) (Rachycentron canadum), pampos-prateado (Pampus spp.), agulh o-do-jap o (Cololabis saira), charros (Decapterus spp.), capelim (Mallotus villosus), espadarte (Xiphias gladius), merma-oriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae)
03055900;-- Outros
03056;- Peixes salgados, n o secos nem defumados (fumados) e peixes em salmoura, exceto subprodutos comest veis de peixes:
03056100;-- Arenques (Clupea harengus, Clupea pallasii)
03056200;-- Bacalhau-do-atl ntico (Gadus morhua), bacalhau-da-groel ndia (Gadus ogac) e bacalhau-do-pac fico (Gadus macrocephalus)
03056300;-- Anchovas (Biqueir es*) (Engraulis spp.)
03056400;-- Til pias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabe a-de-serpente (Channa spp.)
030569;-- Outros
03056910;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme)
03056990;Outros
03057;- Barbatanas, cabe as, caudas, bexigas-natat rias e outros subprodutos comest veis de peixes:
03057100;-- Barbatanas de tubar o
03057200;-- Cabe as, caudas e bexigas-natat rias, de peixes
03057900;-- Outros
0306;"Crust ceos, mesmo com casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crust ceos, mesmo com casca, defumados (fumados), mesmo cozidos antes ou durante a defuma  o; crust ceos com casca, cozidos em  gua ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura."
03061;- Congelados:
030611;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)
03061110;Inteiras
03061190;Outras
03061200;-- Lavagantes (Homarus spp.)
03061400;-- Caranguejos
03061500;-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus)
030616;-- Camar es de  gua fria (Pandalus spp., Crangon crangon)
03061610;Inteiros
03061690;Outros
030617;-- Outros camar es
03061710;Inteiros
03061790;Outros
030619;-- Outros
03061910;Krill (Euphausia superba)
03061990;Outros
03063;- Vivos, frescos ou refrigerados:
03063100;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)
03063200;-- Lavagantes (Homarus spp.)
03063300;-- Caranguejos
03063400;-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus)
03063500;-- Camar es de  gua fria (Pandalus spp., Crangon crangon)
03063600;-- Outros camar es
030639;-- Outros
03063910;Lagosta de  gua doce (Cherax quadricarinatus)
03063990;Outros
03069;- Outros:
03069100;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)
03069200;-- Lavagantes (Homarus spp.)
03069300;-- Caranguejos
03069400;-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus)
03069500;-- Camar es
030699;-- Outros
03069910;Lagosta de  gua doce (Cherax quadricarinatus)
03069990;Outros
0307;"Moluscos, mesmo com concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; moluscos, mesmo com concha, defumados (fumados), mesmo cozidos antes ou durante a defuma  o."
03071;- Ostras:
03071100;-- Vivas, frescas ou refrigeradas
03071200;-- Congeladas
03071900;-- Outras
03072;- Vieiras e outros moluscos da fam lia Pectinidae:
03072100;-- Vivos, frescos ou refrigerados
03072200;-- Congelados
03072900;-- Outros
03073;- Mexilh es (Mytilus spp., Perna spp.):
03073100;-- Vivos, frescos ou refrigerados
03073200;-- Congelados
03073900;-- Outros
03074;"- S pias (Chocos*) (Chocos e chopos*); lulas (potas e lulas*):"
03074200;-- Vivas, frescas ou refrigeradas
030743;-- Congeladas
03074310;Lulas
03074320;S pias
03074900;-- Outras
03075;- Polvos (Octopus spp.):
03075100;-- Vivos, frescos ou refrigerados
03075200;-- Congelados
03075900;-- Outros
03076000;- Carac is, exceto os do mar
03077;- Am ijoas, berbig es e arcas (fam lias Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae e Veneridae):
03077100;-- Vivos, frescos ou refrigerados
03077200;-- Congelados
03077900;-- Outros
03078;- Abalones (Orelhas-do-mar*) (Haliotis spp.) e estrombos (Strombus spp.):
03078100;-- Abalones (Orelhas-do-mar*) (Haliotis spp.) vivos, frescos ou refrigerados
03078200;-- Estrombos (Strombus spp.) vivos, frescos ou refrigerados
03078300;-- Abalones (Orelhas-do-mar*) (Haliotis spp.) congelados
03078400;-- Estrombos (Strombus spp.) congelados
03078700;-- Outros abalones (orelhas-do-mar*) (Haliotis spp.)
03078800;-- Outros estrombos (Strombus spp.)
03079;- Outros:
03079100;-- Vivos, frescos ou refrigerados
03079200;-- Congelados
03079900;-- Outros
0308;"Invertebrados aqu ticos, exceto crust ceos e moluscos, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; invertebrados aqu ticos, exceto crust ceos e moluscos, defumados (fumados), mesmo cozidos antes ou durante a defuma  o."
03081;- Pepinos-do-mar (Stichopus japonicus, Holothuroidea):
03081100;-- Vivos, frescos ou refrigerados
03081200;-- Congelados
03081900;-- Outros
03082;- Ouri os-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus):
03082100;-- Vivos, frescos ou refrigerados
03082200;-- Congelados
03082900;-- Outros
03083000;- Medusas ( guas-vivas) (Rhopilema spp.)
03089000;- Outros
0309;Farinhas, p s e pellets, de peixe, crust ceos, moluscos e de outros invertebrados aqu ticos, pr prios para alimenta  o humana.
03091000;- De peixe
03099000;- Outros
04;"Leite e latic nios; ovos de aves; mel natural; produtos comest veis de origem animal, n o especificados nem compreendidos noutros Cap tulos."
0401;Leite e creme de leite (nata), n o concentrados nem adicionados de a  car ou de outros edulcorantes.
040110;- Com um teor, em peso, de mat rias gordas, n o superior a 1 %
04011010;Leite UHT (Ultra High Temperature)
04011090;Outros
040120;- Com um teor, em peso, de mat rias gordas, superior a 1 %, mas n o superior a 6 %
04012010;Leite UHT (Ultra High Temperature)
04012090;Outros
040140;- Com um teor, em peso, de mat rias gordas, superior a 6 %, mas n o superior a 10 %
04014010;Leite
0401402;Creme de leite (nata)
04014021;UHT (Ultra High Temperature)
04014029;Outros
040150;- Com um teor, em peso, de mat rias gordas, superior a 10 %
04015010;Leite
0401502;Creme de leite (nata)
04015021;UHT (Ultra High Temperature)
04015029;Outros
0402;Leite e creme de leite (nata), concentrados ou adicionados de a  car ou de outros edulcorantes.
040210;- Em p , gr nulos ou outras formas s lidas, com um teor, em peso, de mat rias gordas, n o superior a 1,5 %
04021010;Com um teor de ars nio, chumbo ou cobre, considerados isoladamente, inferior a 5 ppm
04021090;Outros
04022;- Em p , gr nulos ou outras formas s lidas, com um teor, em peso, de mat rias gordas, superior a 1,5 %:
040221;-- Sem adi  o de a  car ou de outros edulcorantes
04022110;Leite integral
04022120;Leite parcialmente desnatado
04022130;Creme de leite (nata)
040229;-- Outros
04022910;Leite integral
04022920;Leite parcialmente desnatado
04022930;Creme de leite (nata)
04029;- Outros:
04029100;-- Sem adi  o de a  car ou de outros edulcorantes
04029900;-- Outros
0403;"Iogurte; leitelho, leite e creme de leite (nata) coalhados, quefir e outros leites e cremes de leite (natas) fermentados ou acidificados, mesmo concentrados ou adicionados de a  car ou de outros edulcorantes, ou aromatizados ou adicionados de fruta ou de cacau."
04032000;- Iogurte
04039000;- Outros
0404;"Soro de leite, mesmo concentrado ou adicionado de a  car ou de outros edulcorantes; produtos constitu dos por componentes naturais do leite, mesmo adicionados de a  car ou de outros edulcorantes, n o especificados nem compreendidos noutras posi  es."
04041000;- Soro de leite, modificado ou n o, mesmo concentrado ou adicionado de a  car ou de outros edulcorantes
04049000;- Outros
0405;"Manteiga e outras mat rias gordas provenientes do leite; pasta de espalhar (barrar) de produtos provenientes do leite."
04051000;- Manteiga
04052000;- Pasta de espalhar (barrar) de produtos provenientes do leite
040590;- Outras
04059010;leo but rico de manteiga (butter oil)
04059090;Outras
0406;Queijos e requeij o.
040610;- Queijos frescos (n o curados), incluindo o queijo de soro de leite, e o requeij o
04061010;Mozarela
04061090;Outros
04062000;- Queijos ralados ou em p , de qualquer tipo
04063000;- Queijos fundidos, exceto ralados ou em p
04064000;- Queijos de pasta mofada (azul) e outros queijos que apresentem veios obtidos utilizando Penicillium roqueforti
040690;- Outros queijos
04069010;Com um teor de umidade inferior a 36,0 %, em peso (massa dura)
04069020;Com um teor de umidade igual ou superior a 36,0 % e inferior a 46,0 %, em peso (massa semidura)
04069030;Com um teor de umidade igual ou superior a 46,0 % e inferior a 55,0 %, em peso (massa macia)
04069090;Outros
0407;Ovos de aves, com casca, frescos, conservados ou cozidos.
04071;- Ovos fertilizados destinados   incuba  o:
04071100;-- De aves da esp cie Gallus domesticus
04071900;-- Outros
04072;- Outros ovos frescos:
04072100;-- De aves da esp cie Gallus domesticus
04072900;-- Outros
04079000;- Outros
0408;Ovos de aves, sem casca, e gemas de ovos, frescos, secos, cozidos em  gua ou vapor, moldados, congelados ou conservados de outro modo, mesmo adicionados de a  car ou de outros edulcorantes.
04081;- Gemas de ovos:
04081100;-- Secas
04081900;-- Outras
04089;- Outros:
04089100;-- Secos
04089900;-- Outros
04090000;Mel natural.
0410;Insetos e outros produtos comest veis de origem animal, n o especificados nem compreendidos noutras posi  es.
04101000;- Insetos
04109000;- Outros
05;Outros produtos de origem animal, n o especificados nem compreendidos noutros Cap tulos.
05010000;"Cabelo em bruto, mesmo lavado ou desengordurado; desperd cios de cabelo."
0502;"Cerdas de porco ou de javali; pelos de texugo e outros pelos para escovas, pinc is e artigos semelhantes; desperd cios destas cerdas e pelos."
050210;- Cerdas de porco ou de javali e seus desperd cios
0502101;Cerdas de porco
05021011;Lavadas, alvejadas ou desengorduradas, mesmo tintas
05021019;Outras
05021090;Outros
050290;- Outros
